ano,idade_grupo,raca_cor,sexo,sigla_uf,escolaridade_grupo,n
2012,adulto,5,1,TO,alta,1
2012,adulto,5,1,TO,media,2
2012,adulto,5,2,AM,alta,5
2012,adulto,5,2,AM,baixa,9
2012,adulto,5,2,AM,media,15
2012,adulto,5,2,BA,baixa,1
2012,adulto,5,2,BA,media,2
2012,adulto,5,2,ES,media,1
2012,adulto,5,2,MA,baixa,1
2012,adulto,5,2,MA,media,3
2012,adulto,5,2,MG,alta,1
2012,adulto,5,2,MG,media,3
2012,adulto,5,2,MS,alta,1
2012,adulto,5,2,MS,baixa,4
2012,adulto,5,2,MS,media,15
2012,adulto,5,2,MT,alta,2
2012,adulto,5,2,MT,baixa,2
2012,adulto,5,2,MT,media,1
2012,adulto,5,2,PA,baixa,1
2012,adulto,5,2,PA,media,1
2012,adulto,5,2,PB,media,1
2012,adulto,5,2,PE,baixa,1
2012,adulto,5,2,PE,media,2
2012,adulto,5,2,PR,alta,1
2012,adulto,5,2,PR,baixa,1
2012,adulto,5,2,PR,media,1
2012,adulto,5,2,RR,alta,1
2012,adulto,5,2,RR,media,2
2012,adulto,5,2,RS,baixa,3
2012,adulto,5,2,RS,media,2
2012,adulto,5,2,SC,alta,1
2012,adulto,5,2,SC,media,1
2012,adulto,5,2,SP,media,4
2012,idoso,1,0,RJ,media,1
2012,idoso,1,1,AC,alta,2
2012,idoso,1,1,AC,baixa,5
2012,idoso,1,1,AC,media,15
2012,idoso,1,1,AL,alta,28
2012,idoso,1,1,AL,baixa,82
2012,idoso,1,1,AL,media,141
2012,idoso,1,1,AM,alta,72
2012,idoso,1,1,AM,baixa,45
2012,idoso,1,1,AM,media,177
2012,idoso,1,1,AP,alta,4
2012,idoso,1,1,AP,baixa,7
2012,idoso,1,1,AP,media,14
2012,idoso,1,1,BA,alta,91
2012,idoso,1,1,BA,baixa,274
2012,idoso,1,1,BA,media,505
2012,idoso,1,1,CE,alta,145
2012,idoso,1,1,CE,baixa,246
2012,idoso,1,1,CE,media,521
2012,idoso,1,1,DF,alta,138
2012,idoso,1,1,DF,baixa,53
2012,idoso,1,1,DF,media,416
2012,idoso,1,1,ES,alta,104
2012,idoso,1,1,ES,baixa,166
2012,idoso,1,1,ES,media,465
2012,idoso,1,1,GO,alta,145
2012,idoso,1,1,GO,baixa,273
2012,idoso,1,1,GO,media,714
2012,idoso,1,1,MA,alta,73
2012,idoso,1,1,MA,baixa,178
2012,idoso,1,1,MA,media,323
2012,idoso,1,1,MG,alta,673
2012,idoso,1,1,MG,baixa,826
2012,idoso,1,1,MG,media,3600
2012,idoso,1,1,MS,alta,206
2012,idoso,1,1,MS,baixa,145
2012,idoso,1,1,MS,media,681
2012,idoso,1,1,MT,alta,92
2012,idoso,1,1,MT,baixa,127
2012,idoso,1,1,MT,media,541
2012,idoso,1,1,PA,alta,149
2012,idoso,1,1,PA,baixa,122
2012,idoso,1,1,PA,media,373
2012,idoso,1,1,PB,alta,40
2012,idoso,1,1,PB,baixa,99
2012,idoso,1,1,PB,media,178
2012,idoso,1,1,PE,alta,253
2012,idoso,1,1,PE,baixa,446
2012,idoso,1,1,PE,media,1064
2012,idoso,1,1,PI,alta,24
2012,idoso,1,1,PI,baixa,112
2012,idoso,1,1,PI,media,156
2012,idoso,1,1,PR,alta,975
2012,idoso,1,1,PR,baixa,958
2012,idoso,1,1,PR,media,5719
2012,idoso,1,1,RJ,alta,1576
2012,idoso,1,1,RJ,baixa,940
2012,idoso,1,1,RJ,media,5172
2012,idoso,1,1,RN,alta,30
2012,idoso,1,1,RN,baixa,171
2012,idoso,1,1,RN,media,244
2012,idoso,1,1,RO,alta,12
2012,idoso,1,1,RO,baixa,52
2012,idoso,1,1,RO,media,119
2012,idoso,1,1,RR,alta,8
2012,idoso,1,1,RR,baixa,13
2012,idoso,1,1,RR,media,30
2012,idoso,1,1,RS,alta,1019
2012,idoso,1,1,RS,baixa,987
2012,idoso,1,1,RS,media,5628
2012,idoso,1,1,SC,alta,651
2012,idoso,1,1,SC,baixa,293
2012,idoso,1,1,SC,media,3396
2012,idoso,1,1,SE,alta,50
2012,idoso,1,1,SE,baixa,67
2012,idoso,1,1,SE,media,151
2012,idoso,1,1,SP,alta,3495
2012,idoso,1,1,SP,baixa,3332
2012,idoso,1,1,SP,media,14449
2012,idoso,1,1,TO,alta,14
2012,idoso,1,1,TO,baixa,42
2012,idoso,1,1,TO,media,100
2012,idoso,1,2,AC,alta,2
2012,idoso,1,2,AC,baixa,9
2012,idoso,1,2,AC,media,5
2012,idoso,1,2,AL,alta,35
2012,idoso,1,2,AL,baixa,118
2012,idoso,1,2,AL,media,102
2012,idoso,1,2,AM,alta,40
2012,idoso,1,2,AM,baixa,27
2012,idoso,1,2,AM,media,163
2012,idoso,1,2,AP,alta,12
2012,idoso,1,2,AP,baixa,8
2012,idoso,1,2,AP,media,17
2012,idoso,1,2,BA,alta,82
2012,idoso,1,2,BA,baixa,336
2012,idoso,1,2,BA,media,392
2012,idoso,1,2,CE,alta,121
2012,idoso,1,2,CE,baixa,301
2012,idoso,1,2,CE,media,522
2012,idoso,1,2,DF,alta,101
2012,idoso,1,2,DF,baixa,68
2012,idoso,1,2,DF,media,355
2012,idoso,1,2,ES,alta,57
2012,idoso,1,2,ES,baixa,166
2012,idoso,1,2,ES,media,298
2012,idoso,1,2,GO,alta,95
