posterior_sample,level,risk
59,media,0.6651656627655029
59,alta,0.6342657804489136
60,baixa,0.6875264048576355
60,media,0.6680325865745544
60,alta,0.6366042494773865
61,baixa,0.6863227486610413
61,media,0.6671741604804993
61,alta,0.6344181299209595
62,baixa,0.6858066320419312
62,media,0.6662352085113525
62,alta,0.6364016532897949
63,baixa,0.6875045299530029
63,media,0.6676572561264038
63,alta,0.637274980545044
64,baixa,0.6850517988204956
64,media,0.6646944284439087
64,alta,0.6349138617515564
65,baixa,0.6864246129989624
65,media,0.6674852967262268
65,alta,0.6364098191261292
66,baixa,0.6863148212432861
66,media,0.6665592789649963
66,alta,0.6366022825241089
67,baixa,0.6863389015197754
67,media,0.6668147444725037
67,alta,0.6363670825958252
68,baixa,0.6863400340080261
68,media,0.6669648885726929
68,alta,0.6355591416358948
69,baixa,0.6863510012626648
69,media,0.6661137342453003
69,alta,0.635955810546875
70,baixa,0.6856077909469604
70,media,0.6658605933189392
70,alta,0.6339963674545288
71,baixa,0.6858121156692505
71,media,0.6665809154510498
71,alta,0.6349031329154968
72,baixa,0.6860361099243164
72,media,0.6656877398490906
72,alta,0.6355977058410645
73,baixa,0.6862386465072632
73,media,0.665897786617279
73,alta,0.6348312497138977
74,baixa,0.6855473518371582
74,media,0.6651671528816223
74,alta,0.6349300742149353
75,baixa,0.6859045028686523
75,media,0.6665448546409607
75,alta,0.6349285244941711
76,baixa,0.6858105063438416
76,media,0.6656091809272766
76,alta,0.6351835131645203
77,baixa,0.6855146884918213
77,media,0.6666722297668457
77,alta,0.6355980634689331
78,baixa,0.6865562200546265
78,media,0.6666560173034668
78,alta,0.6346561312675476
79,baixa,0.6845643520355225
79,media,0.6641523838043213
79,alta,0.6332603693008423
80,baixa,0.6860828399658203
80,media,0.6666107773780823
80,alta,0.6348878741264343
81,baixa,0.6856002807617188
81,media,0.665550172328949
81,alta,0.6352245211601257
82,baixa,0.6870354413986206
82,media,0.6670008897781372
82,alta,0.6373447775840759
83,baixa,0.6854068040847778
83,media,0.6659194231033325
83,alta,0.6355733275413513
84,baixa,0.6862486004829407
84,media,0.6664606928825378
84,alta,0.6337451338768005
85,baixa,0.6870671510696411
85,media,0.6675585508346558
85,alta,0.636789858341217
86,baixa,0.6853829026222229
86,media,0.6653397083282471
86,alta,0.6341515183448792
87,baixa,0.6868200898170471
87,media,0.6675002574920654
87,alta,0.6380294561386108
88,baixa,0.685833752155304
88,media,0.6662100553512573
88,alta,0.6359988451004028
89,baixa,0.6861278414726257
89,media,0.6658810973167419
89,alta,0.6357337832450867
90,baixa,0.6859423518180847
90,media,0.6663298010826111
90,alta,0.6350423693656921
91,baixa,0.6863269805908203
91,media,0.6664578318595886
91,alta,0.6349483132362366
92,baixa,0.6845993399620056
92,media,0.6656641960144043
92,alta,0.6337199807167053
93,baixa,0.6849597692489624
93,media,0.6658298373222351
93,alta,0.6337197422981262
94,baixa,0.6863667368888855
94,media,0.6669245362281799
94,alta,0.6370154023170471
95,baixa,0.6860266923904419
95,media,0.6652866005897522
95,alta,0.6357407569885254
96,baixa,0.6860914826393127
96,media,0.667512834072113
96,alta,0.6360247731208801
97,baixa,0.6862795948982239
97,media,0.6656826138496399
97,alta,0.6374958753585815
98,baixa,0.6856547594070435
98,media,0.6661385893821716
98,alta,0.6357613205909729
