posterior_sample,level,risk
87,media,0.667702317237854
87,alta,0.6380146145820618
88,baixa,0.6901108026504517
88,media,0.6666686534881592
88,alta,0.6363193392753601
89,baixa,0.6906616687774658
89,media,0.6666985750198364
89,alta,0.6363970637321472
90,baixa,0.6902961134910583
90,media,0.6668701767921448
90,alta,0.6355702877044678
91,baixa,0.690727174282074
91,media,0.6670830249786377
91,alta,0.6355770230293274
92,baixa,0.6882954835891724
92,media,0.6654148101806641
92,alta,0.6335199475288391
93,baixa,0.6889373064041138
93,media,0.66590815782547
93,alta,0.6338760852813721
94,baixa,0.6906555891036987
94,media,0.6673766374588013
94,alta,0.6373013854026794
95,baixa,0.6900865435600281
95,media,0.6656816005706787
95,alta,0.6358810067176819
96,baixa,0.690269947052002
96,media,0.6677273511886597
96,alta,0.636272668838501
97,baixa,0.6904041767120361
97,media,0.6661340594291687
97,alta,0.6375508904457092
98,baixa,0.689329981803894
98,media,0.665959358215332
98,alta,0.6354419589042664
99,baixa,0.6890274286270142
99,media,0.6649776101112366
99,alta,0.6351754069328308
100,baixa,0.6914085745811462
100,media,0.6683126091957092
100,alta,0.6373282074928284
101,baixa,0.6896945834159851
101,media,0.6661111116409302
101,alta,0.634737491607666
102,baixa,0.6898081302642822
102,media,0.6667959690093994
102,alta,0.6367232799530029
103,baixa,0.6922435164451599
103,media,0.668725311756134
103,alta,0.6377737522125244
104,baixa,0.6907644271850586
104,media,0.667754054069519
104,alta,0.6363062858581543
105,baixa,0.6910253763198853
105,media,0.6674112677574158
105,alta,0.6346310973167419
106,baixa,0.6912751793861389
106,media,0.6672933101654053
106,alta,0.6369248032569885
107,baixa,0.6905734539031982
107,media,0.66701740026474
107,alta,0.6363317966461182
108,baixa,0.6906759738922119
108,media,0.6672079563140869
108,alta,0.6370025277137756
109,baixa,0.6900893449783325
109,media,0.6669725775718689
109,alta,0.6357756853103638
110,baixa,0.6909999251365662
110,media,0.6673430800437927
110,alta,0.6364730596542358
111,baixa,0.6926113367080688
111,media,0.6693301796913147
111,alta,0.6384105682373047
112,baixa,0.6892609000205994
112,media,0.6661463379859924
112,alta,0.6354160308837891
113,baixa,0.6924876570701599
113,media,0.6687001585960388
113,alta,0.6372763514518738
114,baixa,0.6903519034385681
114,media,0.6670736074447632
114,alta,0.6364007592201233
115,baixa,0.6908395886421204
115,media,0.667271614074707
115,alta,0.637142539024353
116,baixa,0.6901540756225586
116,media,0.6669193506240845
116,alta,0.6359766125679016
117,baixa,0.6886663436889648
117,media,0.6651378870010376
117,alta,0.6349028944969177
118,baixa,0.6900413036346436
118,media,0.6659614443778992
118,alta,0.6354691386222839
119,baixa,0.6898488402366638
119,media,0.666644811630249
119,alta,0.6348939538002014
120,baixa,0.6897424459457397
120,media,0.6666017770767212
120,alta,0.6350746750831604
121,baixa,0.6913843750953674
121,media,0.6675271391868591
121,alta,0.6381128430366516
122,baixa,0.6881732940673828
122,media,0.6651200652122498
122,alta,0.6338704228401184
123,baixa,0.6902793049812317
123,media,0.6672298908233643
123,alta,0.6356497406959534
124,baixa,0.6892296671867371
124,media,0.665418803691864
124,alta,0.6351038813591003
125,baixa,0.689361035823822
125,media,0.6653622388839722
125,alta,0.6342984437942505
